total_tasks,completed_tasks,assigned_time_minutes,actual_time_minutes,productivity_score
18,11,4320,5304,69.25
19,1,7980,6667,51.04
8,0,3840,3423,44.87
10,6,4200,3237,87.9
7,5,1680,1646,83.68
11,1,5280,3950,58.92
18,17,6480,3566,100.0
15,12,4500,6048,77.76
19,6,4560,5337,53.12
12,5,5760,4946,71.58
10,10,4800,5304,96.2
9,7,2700,4016,73.56
10,4,4800,4170,70.04
15,5,7200,10345,47.84
5,3,2400,1848,87.95
11,3,3960,2163,89.6
16,3,3840,3710,52.65
9,1,2700,2716,46.43
17,9,6120,4724,83.59
7,1,3360,2951,54.12
15,15,6300,3205,100.0
8,1,2400,2276,49.68
6,1,1440,886,75.01
8,4,1920,1374,85.9
5,5,2400,2284,100.0
12,8,5760,4512,91.06
5,2,1800,1148,86.72
8,8,2880,2678,100.0
18,9,5400,5525,69.1
19,13,6840,5208,93.59
15,3,5400,8074,38.75
15,1,3600,1877,80.72
20,6,9600,6329,78.67
5,4,1200,1017,95.2
11,2,3960,5514,39.64
16,10,6720,4742,94.18
11,4,4620,6512,50.2
16,6,7680,4650,88.56
13,13,3900,5624,87.74
11,1,2640,2879,42.13
20,5,7200,5555,66.85
11,5,4620,5871,58.75
20,15,7200,6344,90.4
12,9,3600,3164,90.51
5,0,2100,1900,44.21
9,6,2700,3232,73.42
19,4,7980,7140,57.34
9,1,3780,3386,51.32
20,11,4800,3749,84.21
19,19,5700,5235,100.0
6,3,2160,2386,66.21
12,6,5040,6831,59.51
19,3,6840,5450,59.68
14,0,4200,2277,73.78
20,3,8400,11283,38.78
7,0,1680,2350,28.6
16,4,4800,6681,43.74
13,2,4680,2542,82.87
16,2,6720,9858,34.77
19,3,6840,9657,37.81
12,4,4320,6017,48.72
15,12,3600,2203,100.0
19,5,9120,10039,52.13
17,11,5100,5388,76.69
5,2,2100,2281,60.83
17,2,6120,7056,41.75
9,6,3240,2053,100.0
16,16,4800,5039,98.1
20,3,9600,13091,38.33
5,4,2100,2568,80.71
17,2,7140,7601,44.63
14,6,5040,3451,84.13
18,0,6480,6147,42.17
8,1,3840,2865,61.11
11,8,3300,1937,100.0
20,17,8400,11501,80.21
5,5,2400,1447,100.0
9,6,4320,3303,92.32
20,19,4800,6353,87.22
10,4,4800,3257,82.95
17,3,6120,5535,54.82
11,9,3960,5931,75.8
15,11,6300,7099,79.5
15,12,7200,8929,80.25
17,6,5100,4770,63.94
9,1,2700,1448,81.25
15,10,3600,1929,100.0
19,11,4560,3242,91.0
16,8,7680,5370,87.21
14,0,6720,3870,69.46
13,1,4680,3889,52.75
6,6,2880,1859,100.0
5,1,2100,2433,46.53
18,6,5400,5686,57.99
17,11,7140,9636,68.46
11,3,2640,2362,61.07
10,10,3000,2618,100.0
16,15,7680,7283,98.43
9,6,3240,2751,87.11
13,7,6240,7075,67.59
5,3,1500,2095,64.64
16,3,3840,5704,38.18
7,5,3360,4656,71.72
16,0,6720,4855,55.37
10,7,4800,6455,71.74
15,9,7200,7179,76.12
13,3,3120,4358,42.48
11,10,4620,5288,89.49
12,9,5040,2908,100.0
9,8,2160,1677,100.0
16,16,5760,8381,87.49
20,10,7200,4447,94.76
9,8,3240,3577,89.56
10,1,2400,3011,37.88
12,0,5040,7346,27.44
18,6,7560,4593,85.84
11,5,2640,2397,71.33
15,4,7200,8564,49.63
15,5,7200,6925,61.59
17,12,8160,6369,93.6
19,0,6840,9140,29.93
10,8,2400,1701,100.0
7,0,3360,1887,71.22
19,6,9120,5903,80.75
16,7,7680,10078,56.73
9,8,3780,3547,95.96
6,2,2520,1620,82.22
8,1,1920,2008,45.75
14,11,4200,4698,82.9
5,2,2100,2188,62.39
9,5,4320,4228,74.2
17,16,5100,6811,86.42
6,3,1440,1148,80.17
14,14,5040,6875,89.32
18,7,5400,5642,61.62
11,5,3960,3180,77.08
19,17,6840,4832,100.0
13,6,3900,4324,63.77
15,1,7200,8844,36.56
9,2,2160,1131,89.73
5,1,2400,1368,82.18
12,5,3600,3687,64.06
9,4,2160,2407,62.56
17,11,7140,6662,81.69
13,12,6240,8956,83.25
7,6,2100,3127,78.29
20,5,8400,5880,72.14
11,3,2640,1729,77.44
8,8,3360,3564,97.71
16,6,5760,4877,69.74
15,11,3600,2452,100.0
18,5,4320,5789,46.52
19,12,7980,4163,100.0
16,5,3840,2891,71.88
6,6,2880,1530,100.0
14,10,5040,7366,70.23
7,1,1680,2389,36.7
16,2,3840,4672,40.38
11,5,2640,3639,56.29
13,5,5460,7627,51.71
20,11,7200,6225,79.27
10,10,3000,1704,100.0
8,0,1920,2876,26.7
17,15,8160,7143,98.64
6,2,1800,1250,77.6
13,12,3120,3878,87.57
13,1,6240,8182,35.12
7,5,2940,1965,100.0
10,0,2400,2112,45.45
9,7,4320,5539,77.86
11,9,5280,6942,79.51
17,0,7140,6241,45.76
5,2,1500,2000,54.0
10,8,4800,5265,84.47
18,6,7560,6035,70.11
13,6,3120,3342,65.04
19,16,7980,6657,98.48
10,2,3600,3596,52.04
15,13,5400,3051,100.0
20,18,7200,4131,100.0
14,9,6720,6278,81.39
5,1,1800,1188,72.61
20,2,4800,6232,36.81
8,2,3360,1761,91.32
6,6,2520,1553,100.0
8,7,3840,4519,86.49
20,9,6000,7145,60.59
18,12,7560,6605,85.78
11,9,2640,1384,100.0
17,11,6120,7667,70.75
11,3,3300,2352,72.49
18,6,5400,8029,46.9
15,6,3600,5281,51.27
15,13,4500,5962,82.19
6,0,2160,2909,29.7
14,13,6720,7562,91.26
9,0,3780,2254,67.08
19,19,9120,4994,100.0
14,7,3360,2628,81.14
16,8,7680,7659,70.11
19,18,5700,3782,100.0
19,14,6840,6716,84.95
14,2,5880,7299,40.8
15,15,6300,5622,100.0
17,1,7140,5767,53.05
13,12,4680,4669,95.48
20,5,8400,9607,49.97
6,0,1440,1530,37.65
12,11,4320,5951,84.04
15,1,6300,4218,63.74
11,7,2640,3915,65.15
18,8,6480,6167,68.7
14,9,4200,2513,100.0
7,0,2940,2212,53.16
8,8,3840,4885,91.44
16,13,4800,3869,98.38
18,8,4320,4344,66.45
20,10,7200,10189,58.27
12,4,3600,5030,48.63
12,1,5040,7470,31.99
17,17,8160,7726,100.0
16,11,4800,4724,81.89
15,3,6300,7259,46.72
20,9,7200,7801,63.92
9,1,2700,3264,39.75
14,0,5040,2833,71.16
5,2,1200,1685,52.49
20,11,8400,10218,65.88
20,1,9600,5018,79.52
12,3,5040,5066,54.79
11,5,4620,5446,61.21
6,6,1440,904,100.0
11,6,5280,5948,68.24
15,8,3600,2078,100.0
19,16,7980,8562,87.81
18,17,4320,5151,90.21
19,18,6840,5921,100.0
8,6,3840,4839,76.74
9,2,2160,2260,51.56
5,4,2100,2899,76.98
5,2,2400,3196,54.04
9,0,2160,2447,35.31
7,3,3360,2552,78.38
14,8,4200,4458,71.97
5,2,1500,1440,65.67
14,9,6720,6963,77.18
6,1,2520,3645,37.65
17,6,7140,9379,51.63
18,15,6480,4349,100.0
18,12,5400,4609,86.86
18,15,8640,7865,93.94
20,16,4800,2846,100.0
9,1,2700,2802,45.21
18,3,8640,5512,72.7
16,9,5760,8293,61.53
6,4,1440,1970,69.24
18,12,6480,7210,75.95
10,4,3000,2037,82.91
20,14,9600,13072,71.38
10,8,3000,4210,76.5
11,6,5280,3177,99.21
17,17,8160,5452,100.0
11,5,5280,3677,84.71
13,3,5460,5321,54.89
20,20,6000,7240,93.15
13,8,4680,6587,65.34
18,7,8640,6882,73.55
12,9,5040,5333,82.8
16,4,3840,2856,68.78
15,12,5400,7880,75.41
8,0,2400,1592,60.3
6,6,1800,2031,95.45
14,0,6720,4514,59.55
7,0,2520,1422,70.89
12,12,5760,8632,86.69
11,2,2640,3500,41.08
12,6,5040,6571,60.68
5,1,1800,2227,44.33
10,0,4800,2629,73.03
9,6,3240,2827,85.84
19,17,4560,2910,100.0
7,0,2520,3666,27.5
13,8,4680,2802,100.0
9,9,2160,2935,89.44
7,1,2940,3646,40.83
9,1,2160,2088,48.05
7,2,2100,1558,71.06
10,5,4800,5634,64.08
15,0,7200,5889,48.9
7,4,2940,4047,63.34
18,2,4320,3748,52.77
12,9,2880,3598,77.02
10,2,4200,3610,58.54
11,9,2640,1985,100.0
11,4,3960,4010,61.32
14,3,5040,4144,61.51
11,6,2640,3154,66.21
16,6,6720,7717,57.33
10,0,4200,4277,39.28
10,9,4800,4353,98.11
13,1,4680,2642,75.47
13,1,3900,5666,32.15
11,10,4620,5757,86.65
16,15,3840,3934,95.29
11,10,4620,6510,82.93
17,12,5100,6532,73.58
13,12,3120,4620,82.4
5,1,2100,1929,55.55
5,5,2400,1757,100.0
12,4,5040,5033,60.06
9,6,3240,4599,68.18
10,0,2400,2181,44.02
6,4,2880,2304,90.0
10,4,2400,3331,52.82
15,2,5400,6793,39.8
17,11,8160,7177,84.3
15,12,6300,8615,77.25
16,15,6720,4752,100.0
7,1,2520,1539,74.07
12,1,5760,6485,40.53
12,12,5760,7382,91.21
5,0,1500,1662,36.1
10,7,4800,3606,95.24
17,17,8160,8388,98.91
17,10,8160,4512,100.0
7,3,2940,2597,71.0
8,1,3840,4165,44.38
9,2,4320,5499,44.76
15,10,5400,5490,79.34
10,10,3000,3610,93.24
5,5,1500,850,100.0
15,4,4500,2728,81.98
17,6,6120,7059,55.86
13,10,3900,2715,100.0
8,0,2880,2650,43.47
20,10,9600,8175,76.97
17,7,8160,11616,52.81
11,0,3960,2943,53.82
15,6,4500,5013,59.91
16,15,6720,9945,83.28
17,10,8160,10013,67.89
8,0,2880,2191,52.58
17,16,8160,11169,85.69
14,3,5040,3357,72.91
14,12,5040,6352,83.17
11,9,3960,5515,77.81
9,0,2700,1518,71.15
18,1,7560,6661,48.73
5,1,2100,1769,59.48
19,5,9120,5932,77.29
18,1,8640,9690,39.0
14,8,5880,5533,76.79
5,3,2100,2438,70.45
10,9,3600,2621,100.0
19,10,7980,4286,100.0
7,3,3360,4277,57.14
7,3,2100,1646,76.75
19,0,7980,7198,44.35
19,12,7980,9740,70.67
9,8,4320,2400,100.0
14,8,5040,4176,82.56
19,9,4560,6326,57.25
19,12,9120,12192,67.82
13,0,5460,3962,55.12
13,4,4680,4868,56.92
9,4,2160,2096,67.89
10,9,2400,1386,100.0
13,7,5460,6468,66.07
6,2,1800,1268,76.78
10,5,2400,3068,61.29
12,0,5760,4078,56.5
10,1,4200,2256,80.47
11,8,4620,5730,75.89
18,17,5400,7339,86.1
18,18,5400,5079,100.0
7,0,2940,2486,47.3
11,1,4620,5921,36.67
17,17,8160,10328,91.6
17,10,5100,3509,93.43
18,7,5400,3910,78.58
20,14,7200,5896,90.85
14,1,3360,3947,38.34
12,0,3600,3242,44.42
17,13,7140,6022,93.31
6,2,2520,1863,74.11
8,8,2880,3144,96.64
20,18,7200,9878,83.16
11,10,2640,3869,81.84
19,14,5700,3260,100.0
17,4,7140,8206,48.92
15,12,3600,2428,100.0
18,5,8640,7066,65.58
11,6,5280,4995,75.01
5,5,1800,1432,100.0
9,9,3240,3483,97.21
7,7,2940,3989,89.48
15,9,7200,4989,93.73
11,0,2640,1876,56.29
7,1,2940,3149,45.92
10,4,4800,2674,95.8
19,6,7980,8592,56.1
9,8,4320,2809,100.0
9,8,3240,3585,89.48
18,15,5400,3273,100.0
6,0,2520,3242,31.09
13,8,4680,3996,83.77
16,5,3840,4782,50.87
10,6,4800,5738,69.46
6,4,2160,1351,100.0
17,12,7140,6024,89.76
12,6,5040,4947,70.75
7,4,3360,1864,100.0
12,3,2880,2841,55.55
6,2,2880,2713,62.46
9,8,3240,4375,82.96
11,4,5280,7831,48.79
8,7,2880,2128,100.0
14,1,6720,10026,31.1
9,0,2160,1949,44.33
20,4,8400,7943,54.3
13,1,3900,3000,56.62
19,14,9120,8109,89.2
8,5,2880,3493,70.48
14,6,4200,4866,60.24
6,5,2880,1630,100.0
12,1,5760,6954,38.13
16,3,6720,6250,54.26
16,2,7680,4375,77.72
9,6,3780,2463,100.0
11,3,3960,4369,52.62
7,4,3360,4759,62.53
16,8,5760,6061,68.01
16,15,3840,3934,95.29
10,8,2400,1989,96.27
6,2,2520,2609,58.64
16,1,3840,2042,78.97
10,5,4200,4515,67.21
10,8,3000,3735,80.13
7,5,2520,2037,92.34
6,5,1440,1910,80.16
12,0,2880,2359,48.83
15,1,4500,3223,59.85
18,16,7560,5383,100.0
5,4,1800,1615,92.58
12,5,5040,6100,58.05
8,4,3840,4138,67.12
11,3,3960,4238,53.74
11,3,3300,4754,44.13
7,7,3360,3155,100.0
7,3,2940,2615,70.69
12,2,5760,4988,56.19
5,4,2400,1641,100.0
15,7,7200,5219,83.18
7,0,1680,2264,29.68
15,4,6300,3475,88.52
19,15,4560,6261,76.5
7,1,2940,3155,45.85
13,13,6240,5339,100.0
5,4,2100,2261,85.15
5,0,1800,2108,34.16
18,15,5400,3417,100.0
9,2,4320,5525,44.61
12,9,2880,3454,78.35
13,2,3900,3029,60.73
19,0,9120,7643,47.73
19,17,9120,8715,95.54
11,1,5280,7667,33.0
15,15,5400,7243,89.82
11,3,2640,2225,63.82
6,1,1440,1495,48.53
11,9,2640,2039,100.0
16,8,5760,4226,84.52
11,6,3300,4707,60.77
8,3,2880,3904,52.01
13,0,5460,6724,32.48
17,0,6120,4539,53.93
15,13,7200,6939,93.5
9,1,3240,1652,85.12
15,13,3600,4970,80.97
6,2,2880,3690,51.22
15,14,5400,4513,100.0
16,9,7680,8913,68.22
10,5,3000,2258,83.14
14,5,6720,4808,77.34
16,10,6720,4430,98.18
9,1,3240,4615,34.75
9,7,3240,4109,78.21
9,2,3240,2510,64.97
7,0,1680,2007,33.48
16,11,4800,4269,86.23
5,4,1500,1133,100.0
11,9,5280,3553,100.0
15,4,4500,5817,46.94
16,13,5760,6923,82.03
19,9,4560,2797,93.63
12,7,2880,4020,63.66
17,17,5100,6710,90.4
10,6,2400,3522,63.26
14,13,4200,5897,84.2
7,5,1680,907,100.0
15,9,3600,3416,78.15
17,12,6120,4368,98.4
6,5,2160,3052,78.31
9,9,3240,2631,100.0
12,6,2880,4164,57.67
16,5,6720,7123,56.49
14,0,4200,2416,69.54
5,1,1800,2150,45.49
8,3,2400,2441,61.83
10,6,4200,6203,63.08
20,17,8400,10718,82.35
5,5,1200,1736,87.65
11,3,2640,1684,79.07
18,16,6480,5536,100.0
15,2,4500,4391,48.99
7,0,1680,2406,27.93
17,7,7140,10390,52.19
8,4,3840,3588,72.81
7,5,1680,931,100.0
18,12,5400,6231,74.67
8,5,2880,3162,73.93
12,6,4320,6398,57.01
14,1,6720,9482,32.63
10,1,4200,5405,37.08
17,5,6120,3885,80.66
16,0,5760,8337,27.64
5,1,2400,1286,86.65
13,10,3120,2584,94.45
13,13,6240,4619,100.0
16,2,4800,5046,45.55
8,4,3840,5009,60.66
10,1,4800,4662,47.18
15,13,6300,5157,100.0
20,11,9600,13807,60.81
5,5,2400,3538,87.13
14,3,3360,1927,82.6
9,2,3240,3634,49.0
8,1,3360,2291,66.16
15,5,5400,3625,79.59
19,16,7980,7556,92.77
13,0,6240,6537,38.18
19,3,4560,3146,67.45
20,19,7200,4268,100.0
11,10,5280,5487,93.04
15,12,7200,7081,88.67
6,3,2880,3217,65.81
7,6,1680,2309,80.53
18,7,4320,4154,64.93
12,7,2880,4095,63.13
16,3,3840,2397,75.33
9,5,4320,2229,100.0
5,5,1200,640,100.0
12,1,2880,3305,39.86
13,0,5460,5236,41.71
11,2,4620,5684,43.42
18,12,7560,5085,99.47
7,1,3360,2246,68.41
11,8,5280,4734,88.25
12,4,5040,6961,48.96
7,5,2520,1744,100.0
11,7,2640,3908,65.2
6,6,2160,3144,87.48
5,5,2100,3006,87.94
8,3,1920,1701,67.65
10,2,2400,2407,51.88
17,16,5100,4216,100.0
7,4,3360,4166,66.55
6,6,2520,3340,90.18
6,0,1800,1202,59.9
14,7,3360,4994,56.91
11,10,3960,2683,100.0
14,14,3360,3858,94.84
17,6,7140,9388,51.6
9,3,3240,3224,60.2
17,3,5100,4748,53.55
13,4,3900,5667,45.99
17,8,7140,3677,100.0
10,7,2400,3292,71.16
19,0,6840,4930,55.5
6,1,1440,1713,43.63
10,0,4200,4158,40.4
11,5,3300,4640,55.72
6,4,2520,3194,71.56
11,6,5280,6771,63.92
9,9,3240,3091,100.0
18,6,5400,4831,64.71
20,18,7200,7983,90.08
13,9,6240,8296,71.63
15,2,7200,10442,35.58
6,3,2160,3056,58.27
20,13,9600,10908,74.2
13,0,3120,2346,53.2
19,9,4560,3206,85.31
5,5,2400,1558,100.0
14,13,5880,5328,99.86
12,3,3600,2850,65.53
13,6,5460,2752,100.0
13,2,4680,2764,76.96
17,16,7140,4673,100.0
20,4,7200,5940,60.48
14,5,5880,7252,53.86
12,8,2880,2991,78.52
8,0,2400,2244,42.78
14,11,4200,3417,96.31
20,8,9600,14028,51.37
10,1,4800,5027,44.19
5,0,2100,2896,29.01
11,4,3300,3407,60.56
11,3,3960,5621,44.54
18,3,8640,7866,53.94
16,8,5760,6163,67.38
10,5,3600,5170,57.85
7,4,2100,2892,63.33
14,2,5040,5559,44.84
7,4,2100,3066,61.68
7,5,3360,1754,100.0
8,1,1920,1553,56.95
20,13,9600,13594,67.25
12,8,2880,1889,100.0
14,13,4200,5789,84.73
10,1,4200,5178,38.44
10,9,3600,4835,83.78
15,12,3600,3064,95.0
6,3,2520,3323,60.33
13,1,6240,6614,42.35
19,18,9120,9321,95.98
18,0,4320,3976,43.46
14,7,5040,4973,70.54
15,5,6300,4217,79.76
20,20,6000,8967,86.76
12,2,4320,4968,44.78
14,3,5880,5459,55.94
15,7,4500,6593,55.3
18,7,6480,6931,60.73
5,2,1200,1756,51.33
13,13,3120,1640,100.0
17,8,5100,4391,74.69
19,16,7980,10754,80.21
20,10,9600,11133,64.49
16,8,3840,5496,57.95
10,4,2400,3257,53.47
9,9,2700,1449,100.0
7,3,2520,1555,90.54
8,2,2880,2489,61.28
19,7,4560,3101,80.92
20,16,9600,7291,100.0
19,4,6840,7218,50.54
14,13,5040,5345,93.43
15,8,4500,3384,85.19
11,9,2640,3017,84.09
14,5,4200,5553,51.68
20,8,7200,7246,63.75
11,7,2640,3411,69.14
15,8,4500,6523,59.59
8,1,1920,1148,74.4
7,2,1680,1422,64.4
19,17,6840,10187,80.54
17,2,4080,4593,42.59
18,9,4320,5188,63.31
16,0,7680,9453,32.5
7,4,2100,2100,74.29
19,9,5700,6320,64.5
14,9,3360,3875,73.26
9,1,3780,2758,61.49
9,3,2700,1887,77.23
14,2,3360,3119,51.66
15,7,4500,3514,79.22
15,15,6300,4194,100.0
19,13,9120,9514,79.4
14,1,4200,6092,31.86
8,0,2400,2405,39.92
12,11,3600,4929,84.21
17,8,6120,4270,85.57
15,5,6300,8516,49.59
7,6,2940,1977,100.0
5,2,1200,1146,65.88
12,7,2880,3015,73.21
17,12,6120,7368,75.58
6,5,1800,1179,100.0
8,5,3360,4336,68.5
16,1,4800,3785,54.48
16,8,7680,6433,77.75
6,3,1440,914,93.02
5,2,1200,624,100.0
10,0,3600,3629,39.68
18,18,7560,8230,96.74
13,12,6240,5937,97.43
8,0,1920,1714,44.81
14,4,4200,3612,63.65
13,0,4680,6531,28.66
18,3,7560,10897,37.75
5,5,2100,2287,96.73
14,4,5040,3458,75.44
15,6,6300,5634,68.73
13,11,5460,6692,83.41
8,3,3840,4310,58.14
18,0,4320,4264,40.53
7,7,2940,4130,88.47
13,5,3900,4302,59.34
9,3,2160,2570,53.62
9,0,4320,4675,36.96
11,8,4620,3866,91.44
13,7,4680,5807,64.54
18,14,6480,9476,74.02
17,4,4080,2648,75.75
12,11,2880,1690,100.0
15,0,5400,3355,64.38
11,7,4620,2458,100.0
5,3,1800,1462,85.25
10,0,2400,3425,28.03
7,6,1680,1889,87.0
6,5,2880,3011,88.26
17,4,7140,7897,50.28
12,4,5040,6982,48.87
9,7,4320,2874,100.0
17,16,6120,4964,100.0
11,8,3300,4552,72.63
19,6,6840,9400,48.05
10,8,3600,2142,100.0
8,7,3360,4859,80.16
11,2,5280,6756,42.17
16,1,4800,5797,36.87
6,1,1800,2371,40.37
18,1,4320,3865,48.04
5,0,1200,1039,46.2
20,11,8400,9764,67.41
8,2,3360,4623,44.07
15,5,7200,7608,57.85
17,2,6120,4189,65.5
13,1,6240,6387,43.69
6,4,2520,2911,74.63
7,3,2100,2009,67.53
15,4,6300,7749,48.52
5,1,1500,1910,43.41
7,6,3360,3328,91.81
20,11,4800,7062,60.19
5,5,2100,1126,100.0
7,6,2520,1732,100.0
20,7,7200,6577,64.79
19,17,6840,7615,89.61
12,0,2880,3620,31.82
8,4,3840,5518,57.84
9,9,2160,2539,94.03
9,4,3780,4371,61.26
19,5,9120,11204,48.35
12,0,3600,5134,28.05
10,0,3000,3461,34.67
5,5,1500,939,100.0
5,3,1500,1072,91.97
5,3,2400,1817,88.83
15,9,4500,3345,89.81
14,14,5880,5704,100.0
18,14,8640,6803,97.47
13,3,5460,5431,54.06
13,1,3900,4286,41.01
12,1,5760,6656,39.62
18,17,6480,4963,100.0
6,5,2520,1995,100.0
14,11,5880,6096,85.73
20,3,4800,3055,71.85
6,5,1440,1176,98.98
7,0,2100,1659,50.63
16,10,4800,6376,67.61
16,9,3840,5589,61.23
7,0,3360,2136,62.92
8,0,2400,2884,33.29
20,15,9600,9091,87.24
8,4,3360,2245,89.87
8,8,3360,2458,100.0
15,0,4500,4685,38.42
17,9,6120,3336,100.0
5,4,2100,2202,86.15
15,13,5400,5379,92.16
14,5,5880,3877,82.09
5,0,2400,3420,28.07
9,0,2700,2270,47.58
15,4,6300,5459,62.16
17,1,8160,6412,54.43
10,8,4800,3816,98.31
12,8,4320,6169,68.01
6,0,1800,2308,31.2
19,19,5700,4795,100.0
10,1,2400,3114,36.83
17,15,5100,6962,82.24
15,6,7200,4105,94.16
5,3,1200,1737,63.63
5,1,1200,961,61.95
16,6,4800,3144,83.57
10,3,3600,2670,71.93
17,2,4080,3387,55.24
18,17,4320,6133,84.84
18,6,4320,3455,70.01
9,6,2700,2480,83.55
15,1,3600,3525,44.85
15,11,3600,3815,81.75
15,5,3600,3959,56.37
17,17,5100,2686,100.0
8,3,3840,4888,53.92
7,4,1680,1505,78.94
17,9,5100,7629,58.5
14,3,5040,4787,54.97
12,8,5040,4261,87.31
17,16,8160,10502,87.55
11,0,3300,4714,28.0
5,1,1200,1149,53.78
19,15,9120,5011,100.0
20,10,8400,10959,60.66
14,2,3360,2434,63.79
8,7,3360,4842,80.26
7,0,3360,2767,48.57
6,3,2160,2069,71.76
14,4,5040,4159,65.62
14,10,6720,6547,83.91
20,18,4800,3176,100.0
8,5,2880,1645,100.0
13,10,3120,2785,90.97
10,9,3600,4198,88.3
14,6,3360,2196,86.92
9,4,3780,3905,65.39
18,11,7560,8480,72.33
18,6,8640,4366,99.16
14,1,5880,6010,43.42
11,10,3960,3076,100.0
18,9,4320,3484,79.6
6,5,2520,2663,87.85
14,9,6720,3570,100.0
17,14,7140,9387,79.84
8,4,3840,5341,58.76
18,14,7560,5110,100.0
7,0,3360,3718,36.15
17,1,6120,8846,31.2
12,3,4320,3196,69.07
17,13,8160,11241,74.92
18,16,5400,3040,100.0
7,7,2940,1706,100.0
11,2,3960,3857,51.98
15,15,5400,7924,87.26
5,2,2100,2673,55.43
11,4,2640,2959,57.51
20,2,9600,14363,32.74
14,12,5880,6024,90.47
20,10,9600,11652,62.96
20,14,9600,9564,82.15
17,4,4080,3353,62.79
12,0,5040,3243,62.16
8,3,2400,2112,67.95
9,0,2160,2781,31.07
9,3,2700,2684,60.24
20,12,6000,7387,68.49
10,5,4800,4720,70.68
14,13,3360,4224,87.53
17,14,7140,10400,76.87
18,7,6480,6513,63.13
5,2,2100,2491,57.72
7,1,2100,2908,37.46
5,3,1200,818,94.68
15,4,7200,3982,88.33
11,8,2640,1991,96.68
5,2,1200,1234,62.9
20,1,6000,7107,36.77
12,3,4320,5511,46.36
19,2,5700,4688,54.95
12,4,5040,5420,57.2
11,2,3300,2307,68.13
11,4,4620,3185,79.84
6,1,2160,2014,52.9
11,2,4620,5211,46.37
19,13,5700,3333,100.0
19,6,6840,9213,48.64
17,4,4080,5522,43.67
7,0,2520,1966,51.27
7,6,1680,1232,100.0
20,11,4800,2662,100.0
19,3,4560,4128,53.66
18,3,5400,3388,73.75
16,6,7680,7510,63.41
8,5,2880,1971,95.95
14,12,3360,2046,100.0
12,6,5040,3003,97.13
9,0,2700,2438,44.3
11,3,4620,3945,63.21
8,3,2880,1868,84.17
8,4,3840,3234,77.5
9,7,3240,3202,87.14
15,4,4500,6084,45.59
17,8,4080,3735,71.93
11,5,3960,5116,58.23
10,8,3600,2478,100.0
13,0,5460,7390,29.55
8,2,3360,2748,63.91
5,3,1200,925,87.89
10,3,3000,1549,95.47
9,1,3780,2733,61.99
20,11,6000,7273,66.0
17,17,8160,7291,100.0
11,0,5280,4376,48.26
16,4,7680,6856,59.81
6,3,1800,1200,90.0
19,17,4560,3728,100.0
19,9,9120,11423,60.36
8,6,3360,2424,100.0
12,5,4320,4306,65.13
16,0,3840,4242,36.21
10,5,3000,3527,64.02
7,5,1680,1782,80.57
13,11,5460,6040,86.93
11,1,3960,2052,82.65
11,9,5280,5508,87.44
16,8,5760,3100,100.0
15,4,4500,5044,51.69
15,15,6300,8834,88.53
15,0,6300,8268,30.48
19,15,6840,6650,88.51
10,1,3600,3979,42.19
19,13,5700,7043,73.43
8,1,3840,2124,79.82
13,2,3120,3809,42.0
13,6,3900,2399,92.72
11,1,2640,3609,34.71
10,9,4800,5346,89.91
5,3,1800,1797,76.07
12,11,3600,3413,97.19
14,11,5040,6766,76.94
11,0,4620,3539,52.22
18,18,8640,10293,93.58
13,0,5460,2915,74.92
7,6,2940,4284,78.88
5,0,2100,2286,36.75
5,3,1800,2490,64.92
18,18,6480,5880,100.0
12,1,5760,7961,33.94
12,6,5040,4083,79.38
17,13,5100,5605,82.28
10,8,2400,2231,91.03
11,6,5280,5299,72.58
8,5,2400,3470,65.17
15,8,7200,5930,80.57
19,4,9120,4642,91.22
17,12,7140,5322,96.02
8,5,1920,2187,72.62
11,10,3300,4257,85.55
10,10,4800,3362,100.0
18,2,8640,6957,56.34
18,15,4320,3095,100.0
15,6,5400,5593,62.62
13,4,5460,7195,48.82
20,1,9600,11760,35.65
11,10,3960,2637,100.0
10,0,3000,3977,30.17
15,13,6300,3360,100.0
8,5,2880,3743,68.28
19,16,4560,3937,96.86
9,2,3240,3068,55.58
15,15,7200,7805,96.9
16,0,3840,4052,37.91
6,5,2880,2725,92.28
8,0,1920,2438,31.5
9,0,4320,3591,48.12
14,11,4200,2590,100.0
9,7,3240,3822,80.58
12,11,4320,3860,99.77
17,9,5100,3741,86.3
19,10,5700,5643,71.98
7,7,3360,4762,88.22
20,9,7200,9447,57.49
19,0,7980,4905,65.08
19,14,5700,5826,83.35
14,5,5880,5549,63.81
5,4,1500,1497,88.08
11,8,2640,2753,81.99
12,1,5040,4400,50.82
5,2,1800,1532,71.0
12,5,4320,5871,54.43
7,3,2520,2554,65.18
20,1,6000,5419,47.29
12,11,5760,5805,94.69
20,11,7200,9575,63.08
11,4,5280,7059,51.74
15,8,6300,3815,98.06
17,2,8160,7687,49.52
15,1,4500,2405,78.84
10,4,4200,5337,55.48
9,9,4320,3357,100.0
9,2,3780,2930,64.94
15,8,7200,7501,70.39
12,3,5040,6143,47.82
7,6,2940,3168,88.55
7,3,2520,2708,62.94
10,5,2400,3117,60.8
18,8,5400,7203,56.65
19,1,7980,11042,32.07
7,0,2520,3090,32.62
14,5,4200,4115,62.25
20,17,9600,8889,94.2
7,1,2940,3831,39.27
9,6,4320,2290,100.0
15,13,6300,6259,92.26
7,2,1680,1356,66.7
